Sample description: chromixs
Sample: chromixs  c= 0 mg/ml  Code: chromixs
  1.000810e+00   3.364535e-03   1.625826e-04
  1.002490e+00   3.283600e-03   1.609499e-04
  1.004160e+00   3.756363e-03   1.628081e-04
  1.005830e+00   3.585328e-03   1.608669e-04
  1.007510e+00   3.582084e-03   1.615433e-04
  1.009180e+00   3.536294e-03   1.614877e-04
  1.010860e+00   3.542267e-03   1.598272e-04
  1.012530e+00   3.293016e-03   1.616923e-04
  1.014200e+00   3.579798e-03   1.601392e-04
  1.015880e+00   3.475144e-03   1.605563e-04
  1.017550e+00   3.186050e-03   1.611589e-04
  1.019220e+00   3.344104e-03   1.596659e-04
  1.020900e+00   3.256739e-03   1.605548e-04
  1.022570e+00   3.140696e-03   1.583211e-04
  1.024240e+00   3.311288e-03   1.603056e-04
  1.025920e+00   3.393303e-03   1.591644e-04
  1.027590e+00   3.298859e-03   1.599859e-04
  1.029260e+00   3.058659e-03   1.594782e-04
  1.030940e+00   3.148635e-03   1.579310e-04
  1.032610e+00   3.188700e-03   1.595268e-04
  1.034280e+00   3.053444e-03   1.580064e-04
  1.035960e+00   2.958593e-03   1.580954e-04
  1.037630e+00   3.078259e-03   1.588397e-04
  1.039300e+00   3.249817e-03   1.566213e-04
  1.040980e+00   3.030488e-03   1.580578e-04
  1.042650e+00   3.088860e-03   1.564037e-04
  1.044320e+00   3.185598e-03   1.570110e-04
  1.046000e+00   3.230168e-03   1.571142e-04
  1.047670e+00   2.995966e-03   1.562683e-04
  1.049340e+00   3.188189e-03   1.573743e-04
  1.051020e+00   2.983701e-03   1.544812e-04
  1.052690e+00   3.266770e-03   1.567159e-04
  1.054360e+00   3.114985e-03   1.563210e-04
  1.056040e+00   2.955917e-03   1.558419e-04
  1.057710e+00   3.188460e-03   1.566510e-04
  1.059380e+00   2.980389e-03   1.545791e-04
  1.061060e+00   3.012610e-03   1.558913e-04
  1.062730e+00   3.149219e-03   1.557009e-04
  1.064400e+00   3.015868e-03   1.544308e-04
  1.066080e+00   3.100186e-03   1.563073e-04
  1.067750e+00   2.808645e-03   1.539184e-04
  1.069420e+00   2.896327e-03   1.552762e-04
  1.071100e+00   2.865591e-03   1.547444e-04
  1.072770e+00   3.071913e-03   1.540028e-04
  1.074440e+00   3.061217e-03   1.554399e-04
  1.076120e+00   2.955884e-03   1.546629e-04
  1.077790e+00   3.008649e-03   1.556589e-04
  1.079470e+00   2.845819e-03   1.535967e-04
  1.081140e+00   2.913114e-03   1.548167e-04
  1.082810e+00   2.648206e-03   1.541308e-04
  1.084490e+00   2.924932e-03   1.544400e-04
  1.086160e+00   2.888971e-03   1.541617e-04
  1.087830e+00   3.011837e-03   1.535374e-04
  1.089510e+00   2.847066e-03   1.540993e-04
  1.091180e+00   2.853969e-03   1.534389e-04
  1.092850e+00   2.763245e-03   1.538015e-04
  1.094530e+00   2.855672e-03   1.528917e-04
  1.096200e+00   2.902345e-03   1.541265e-04
  1.097870e+00   2.603099e-03   1.536759e-04
  1.099550e+00   2.721735e-03   1.516373e-04
  1.101220e+00   2.749251e-03   1.533158e-04
  1.102890e+00   2.642816e-03   1.514677e-04
  1.104570e+00   2.488868e-03   1.525595e-04
  1.106240e+00   2.670471e-03   1.531665e-04
  1.107910e+00   2.819973e-03   1.510768e-04
  1.109590e+00   2.783460e-03   1.530115e-04
  1.111260e+00   2.669599e-03   1.512716e-04
  1.112930e+00   2.784961e-03   1.530640e-04
  1.114610e+00   2.852883e-03   1.514126e-04
  1.116280e+00   2.710905e-03   1.511951e-04
  1.117950e+00   2.763059e-03   1.529818e-04
  1.119630e+00   2.834472e-03   1.505493e-04
  1.121300e+00   2.765238e-03   1.518560e-04
  1.122970e+00   2.882890e-03   1.511675e-04
  1.124650e+00   2.814159e-03   1.515137e-04
  1.126320e+00   2.542119e-03   1.519225e-04
  1.127990e+00   2.142872e-03   1.493298e-04
  1.129670e+00   2.433930e-03   1.506440e-04
  1.131340e+00   2.533992e-03   1.503936e-04
  1.133010e+00   2.445603e-03   1.503704e-04
  1.134690e+00   2.815188e-03   1.515429e-04
  1.136360e+00   2.709735e-03   1.497738e-04
  1.138030e+00   2.673715e-03   1.515695e-04
  1.139710e+00   2.592545e-03   1.492046e-04
  1.141380e+00   2.565168e-03   1.499708e-04
  1.143050e+00   2.482089e-03   1.492922e-04
  1.144730e+00   2.741825e-03   1.498540e-04
  1.146400e+00   2.691304e-03   1.510188e-04
  1.148070e+00   2.548356e-03   1.485426e-04
  1.149750e+00   2.560043e-03   1.496979e-04
  1.151420e+00   2.466876e-03   1.491680e-04
  1.153100e+00   2.453468e-03   1.493865e-04
  1.154770e+00   2.601984e-03   1.492260e-04
  1.156440e+00   2.360426e-03   1.474652e-04
  1.158120e+00   2.580973e-03   1.494098e-04
  1.159790e+00   2.550751e-03   1.485652e-04
  1.161460e+00   2.363216e-03   1.484630e-04
  1.163140e+00   2.255855e-03   1.476241e-04
  1.164810e+00   2.497686e-03   1.483795e-04
  1.166480e+00   2.707268e-03   1.496942e-04
  1.168160e+00   2.366212e-03   1.471231e-04
  1.169830e+00   2.580068e-03   1.482014e-04
  1.171500e+00   2.296105e-03   1.468348e-04
  1.173180e+00   2.514677e-03   1.481224e-04
  1.174850e+00   2.290724e-03   1.488340e-04
  1.176520e+00   2.418211e-03   1.462544e-04
  1.178200e+00   2.507113e-03   1.484822e-04
  1.179870e+00   2.226999e-03   1.475016e-04
  1.181540e+00   2.241217e-03   1.478616e-04
  1.183220e+00   2.475685e-03   1.480915e-04
  1.184890e+00   2.464721e-03   1.468492e-04
  1.186560e+00   2.117714e-03   1.476025e-04
  1.188240e+00   2.167199e-03   1.467464e-04
  1.189910e+00   2.432149e-03   1.483502e-04
  1.191580e+00   2.473368e-03   1.469669e-04
  1.193260e+00   2.448884e-03   1.480064e-04
  1.194930e+00   2.341343e-03   1.482900e-04
  1.196600e+00   2.273202e-03   1.469608e-04
  1.198280e+00   2.049016e-03   1.478807e-04
  1.199950e+00   2.333175e-03   1.470090e-04
  1.201620e+00   2.235724e-03   1.481664e-04
  1.203300e+00   2.078744e-03   1.477724e-04
  1.204970e+00   2.275895e-03   1.466512e-04
  1.206640e+00   2.212978e-03   1.477419e-04
  1.208320e+00   1.899490e-03   1.460841e-04
  1.209990e+00   2.143223e-03   1.486849e-04
  1.211660e+00   2.293947e-03   1.468076e-04
  1.213340e+00   2.282040e-03   1.463335e-04
  1.215010e+00   2.042491e-03   1.478946e-04
  1.216680e+00   2.341428e-03   1.462812e-04
  1.218360e+00   1.896943e-03   1.472724e-04
  1.220030e+00   2.606611e-03   1.467136e-04
  1.221710e+00   2.143836e-03   1.461176e-04
  1.223380e+00   2.360338e-03   1.477513e-04
  1.225050e+00   2.209657e-03   1.451403e-04
  1.226730e+00   2.364930e-03   1.466598e-04
  1.228400e+00   2.056471e-03   1.453662e-04
  1.230070e+00   2.376753e-03   1.462024e-04
  1.231750e+00   2.073023e-03   1.467206e-04
  1.233420e+00   2.000274e-03   1.445686e-04
  1.235090e+00   2.281682e-03   1.462892e-04
  1.236770e+00   2.220326e-03   1.446112e-04
  1.238440e+00   2.138240e-03   1.448243e-04
  1.240110e+00   2.260074e-03   1.447974e-04
  1.241790e+00   2.114218e-03   1.446157e-04
  1.243460e+00   2.014855e-03   1.454424e-04
  1.245130e+00   2.057195e-03   1.443018e-04
  1.246810e+00   2.056961e-03   1.439113e-04
  1.248480e+00   1.788670e-03   1.438739e-04
  1.250150e+00   2.247237e-03   1.441623e-04
  1.251830e+00   1.929676e-03   1.440868e-04
  1.253500e+00   2.184259e-03   1.434193e-04
  1.255170e+00   1.920102e-03   1.439367e-04
  1.256850e+00   1.796810e-03   1.426162e-04
  1.258520e+00   2.096928e-03   1.440082e-04
  1.260190e+00   2.075909e-03   1.432332e-04
  1.261870e+00   2.085449e-03   1.431019e-04
  1.263540e+00   2.146433e-03   1.434149e-04
  1.265210e+00   2.219482e-03   1.426875e-04
  1.266890e+00   2.066796e-03   1.440578e-04
  1.268560e+00   1.767384e-03   1.409755e-04
  1.270230e+00   2.023609e-03   1.432128e-04
  1.271910e+00   1.784495e-03   1.454704e-04
  1.273580e+00   2.098363e-03   1.455106e-04
  1.275250e+00   1.854281e-03   1.473199e-04
  1.276930e+00   1.924090e-03   1.462633e-04
  1.278600e+00   1.865513e-03   1.487897e-04
  1.280270e+00   2.032098e-03   1.488074e-04
  1.281950e+00   1.767466e-03   1.485072e-04
  1.283620e+00   1.845491e-03   1.506436e-04
  1.285290e+00   1.705649e-03   1.489534e-04
  1.286970e+00   1.871997e-03   1.518282e-04
  1.288640e+00   2.163352e-03   1.505941e-04
  1.290320e+00   1.669850e-03   1.506138e-04
  1.291990e+00   1.942405e-03   1.516777e-04
  1.293660e+00   1.815110e-03   1.508612e-04
  1.295340e+00   2.184183e-03   1.532960e-04
  1.297010e+00   1.553946e-03   1.511952e-04
  1.298680e+00   2.041653e-03   1.521670e-04
  1.300360e+00   1.582870e-03   1.529434e-04
  1.302030e+00   1.865794e-03   1.526218e-04
  1.303700e+00   1.744660e-03   1.529538e-04
  1.305380e+00   1.781748e-03   1.529597e-04
  1.307050e+00   1.691111e-03   1.526788e-04
  1.308720e+00   1.951969e-03   1.547738e-04
  1.310400e+00   1.659266e-03   1.536089e-04
  1.312070e+00   1.485232e-03   1.521614e-04
  1.313740e+00   1.492627e-03   1.520558e-04
  1.315420e+00   1.804221e-03   1.505696e-04
  1.317090e+00   1.962457e-03   1.511730e-04
  1.318760e+00   1.945407e-03   1.498989e-04
  1.320440e+00   1.551204e-03   1.489488e-04
  1.322110e+00   1.980560e-03   1.508993e-04
  1.323780e+00   1.849701e-03   1.498409e-04
  1.325460e+00   1.999574e-03   1.492864e-04
  1.327130e+00   1.853164e-03   1.485972e-04
  1.328800e+00   1.765589e-03   1.495064e-04
  1.330480e+00   1.528417e-03   1.481907e-04
  1.332150e+00   1.800329e-03   1.480108e-04
  1.333820e+00   1.543387e-03   1.477098e-04
  1.335500e+00   1.574011e-03   1.470683e-04
  1.337170e+00   1.544894e-03   1.469232e-04
  1.338840e+00   1.863291e-03   1.462805e-04
  1.340520e+00   1.755989e-03   1.461957e-04
  1.342190e+00   1.890971e-03   1.452991e-04
  1.343860e+00   1.513714e-03   1.457998e-04
  1.345540e+00   1.689139e-03   1.443608e-04
  1.347210e+00   1.588901e-03   1.446786e-04
  1.348880e+00   1.550410e-03   1.449271e-04
  1.350560e+00   1.463462e-03   1.449347e-04
  1.352230e+00   1.307998e-03   1.456218e-04
  1.353900e+00   1.180777e-03   1.435433e-04
  1.355580e+00   1.484787e-03   1.446383e-04
  1.357250e+00   1.752750e-03   1.449796e-04
  1.358920e+00   1.290363e-03   1.441812e-04
  1.360600e+00   1.643913e-03   1.440378e-04
  1.362270e+00   1.373349e-03   1.429016e-04
  1.363950e+00   1.448894e-03   1.436706e-04
  1.365620e+00   1.821996e-03   1.437333e-04
  1.367290e+00   1.919469e-03   1.433048e-04
  1.368970e+00   1.834382e-03   1.435713e-04
  1.370640e+00   1.565754e-03   1.421747e-04
  1.372310e+00   1.390116e-03   1.431720e-04
  1.373990e+00   1.559286e-03   1.416821e-04
  1.375660e+00   1.508267e-03   1.428807e-04
  1.377330e+00   1.306389e-03   1.409792e-04
  1.379010e+00   1.367700e-03   1.416326e-04
  1.380680e+00   1.415397e-03   1.424385e-04
  1.382350e+00   1.609222e-03   1.407330e-04
  1.384030e+00   1.494696e-03   1.422349e-04
  1.385700e+00   1.598592e-03   1.411498e-04
  1.387370e+00   1.704201e-03   1.418427e-04
  1.389050e+00   1.365218e-03   1.407850e-04
  1.390720e+00   1.203285e-03   1.392596e-04
  1.392390e+00   1.418772e-03   1.412915e-04
  1.394070e+00   1.572254e-03   1.407429e-04
  1.395740e+00   1.153359e-03   1.400544e-04
  1.397410e+00   1.394418e-03   1.403642e-04
  1.399090e+00   1.472234e-03   1.405319e-04
  1.400760e+00   1.259600e-03   1.416818e-04
  1.402430e+00   1.282165e-03   1.395027e-04
  1.404110e+00   1.315875e-03   1.401568e-04
  1.405780e+00   1.137028e-03   1.393093e-04
  1.407450e+00   1.293789e-03   1.407863e-04
  1.409130e+00   1.393315e-03   1.410174e-04
  1.410800e+00   1.259223e-03   1.387524e-04
  1.412470e+00   1.422754e-03   1.399766e-04
  1.414150e+00   1.381310e-03   1.391980e-04
  1.415820e+00   1.235333e-03   1.396244e-04
  1.417490e+00   1.226790e-03   1.397248e-04
  1.419170e+00   1.386875e-03   1.387638e-04
  1.420840e+00   1.422574e-03   1.399228e-04
  1.422510e+00   1.415739e-03   1.382946e-04
  1.424190e+00   1.276477e-03   1.389762e-04
  1.425860e+00   1.168604e-03   1.376892e-04
  1.427530e+00   1.539256e-03   1.386651e-04
  1.429210e+00   1.443982e-03   1.385399e-04
  1.430880e+00   1.118714e-03   1.370357e-04
  1.432560e+00   1.375602e-03   1.383515e-04
  1.434230e+00   1.233068e-03   1.363210e-04
  1.435900e+00   1.264913e-03   1.381681e-04
  1.437580e+00   1.564440e-03   1.383421e-04
  1.439250e+00   1.177051e-03   1.364688e-04
  1.440920e+00   1.321214e-03   1.372362e-04
  1.442600e+00   1.106505e-03   1.353053e-04
  1.444270e+00   1.289813e-03   1.376647e-04
  1.445940e+00   1.442705e-03   1.368840e-04
  1.447620e+00   1.219889e-03   1.365657e-04
  1.449290e+00   1.209621e-03   1.377805e-04
  1.450960e+00   1.267985e-03   1.357756e-04
  1.452640e+00   1.305511e-03   1.378642e-04
  1.454310e+00   1.200685e-03   1.358365e-04
  1.455980e+00   1.532967e-03   1.368705e-04
  1.457660e+00   1.143086e-03   1.384512e-04
  1.459330e+00   1.061490e-03   1.352706e-04
  1.461000e+00   1.340947e-03   1.374078e-04
  1.462680e+00   1.457381e-03   1.361307e-04
  1.464350e+00   1.001140e-03   1.362788e-04
  1.466020e+00   1.147961e-03   1.369319e-04
  1.467700e+00   1.081346e-03   1.354449e-04
  1.469370e+00   9.401585e-04   1.365211e-04
  1.471040e+00   1.054567e-03   1.354363e-04
  1.472720e+00   1.154680e-03   1.361580e-04
  1.474390e+00   1.195906e-03   1.357703e-04
  1.476060e+00   1.260485e-03   1.354482e-04
  1.477740e+00   1.541927e-03   1.372443e-04
  1.479410e+00   1.093283e-03   1.349699e-04
  1.481080e+00   1.270125e-03   1.352367e-04
  1.482760e+00   1.186650e-03   1.352085e-04
  1.484430e+00   8.759849e-04   1.344930e-04
  1.486100e+00   8.127906e-04   1.356660e-04
  1.487780e+00   1.276291e-03   1.342128e-04
  1.489450e+00   1.059700e-03   1.349645e-04
  1.491120e+00   1.513560e-03   1.342418e-04
  1.492800e+00   1.156194e-03   1.351626e-04
  1.494470e+00   8.182709e-04   1.333372e-04
  1.496140e+00   8.676188e-04   1.334700e-04
  1.497820e+00   9.665876e-04   1.337401e-04
  1.499490e+00   8.755469e-04   1.334741e-04
  1.501170e+00   1.000942e-03   1.341730e-04
  1.502840e+00   1.052397e-03   1.330261e-04
  1.504510e+00   1.245031e-03   1.332702e-04
  1.506190e+00   8.509554e-04   1.343423e-04
  1.507860e+00   9.645624e-04   1.327247e-04
  1.509530e+00   1.101063e-03   1.341294e-04
  1.511210e+00   1.130676e-03   1.326000e-04
  1.512880e+00   1.050493e-03   1.335507e-04
  1.514550e+00   9.424092e-04   1.338951e-04
  1.516230e+00   1.039348e-03   1.333214e-04
  1.517900e+00   1.070776e-03   1.342131e-04
  1.519570e+00   1.044216e-03   1.327083e-04
  1.521250e+00   9.859770e-04   1.339109e-04
  1.522920e+00   1.088808e-03   1.329908e-04
  1.524590e+00   1.024845e-03   1.329035e-04
  1.526270e+00   1.015504e-03   1.336156e-04
  1.527940e+00   8.824411e-04   1.325318e-04
  1.529610e+00   1.334833e-03   1.337841e-04
  1.531290e+00   1.052529e-03   1.323857e-04
  1.532960e+00   9.540406e-04   1.331823e-04
  1.534630e+00   9.090445e-04   1.325463e-04
  1.536310e+00   9.311927e-04   1.324904e-04
  1.537980e+00   1.062179e-03   1.326147e-04
  1.539650e+00   1.000417e-03   1.316407e-04
  1.541330e+00   1.013184e-03   1.332660e-04
  1.543000e+00   1.020029e-03   1.321570e-04
  1.544670e+00   5.776008e-04   1.319856e-04
  1.546350e+00   1.295277e-03   1.328388e-04
  1.548020e+00   9.928824e-04   1.310311e-04
  1.549690e+00   1.051877e-03   1.333221e-04
  1.551370e+00   9.762715e-04   1.315817e-04
  1.553040e+00   1.000523e-03   1.318821e-04
  1.554710e+00   1.023571e-03   1.319191e-04
  1.556390e+00   8.447367e-04   1.311184e-04
  1.558060e+00   1.186867e-03   1.327088e-04
  1.559730e+00   7.055309e-04   1.302235e-04
  1.561410e+00   9.347847e-04   1.316060e-04
  1.563080e+00   9.567362e-04   1.315704e-04
  1.564750e+00   8.407288e-04   1.307161e-04
  1.566430e+00   8.738945e-04   1.312559e-04
  1.568100e+00   7.953370e-04   1.292800e-04
  1.569770e+00   6.331327e-04   1.311074e-04
  1.571450e+00   8.255784e-04   1.314607e-04
  1.573120e+00   7.669602e-04   1.297360e-04
  1.574800e+00   9.874004e-04   1.315046e-04
  1.576470e+00   8.259638e-04   1.296080e-04
  1.578140e+00   7.889665e-04   1.306014e-04
  1.579820e+00   7.398745e-04   1.297628e-04
  1.581490e+00   9.925966e-04   1.303363e-04
  1.583160e+00   6.081383e-04   1.299569e-04
  1.584840e+00   6.247296e-04   1.297046e-04
  1.586510e+00   7.953782e-04   1.305309e-04
  1.588180e+00   8.653856e-04   1.294556e-04
  1.589860e+00   9.183321e-04   1.297903e-04
  1.591530e+00   8.016968e-04   1.299335e-04
  1.593200e+00   7.416447e-04   1.296116e-04
  1.594880e+00   4.291047e-04   1.290064e-04
  1.596550e+00   9.362272e-04   1.284438e-04
  1.598220e+00   7.853642e-04   1.297099e-04
  1.599900e+00   7.632661e-04   1.288210e-04
  1.601570e+00   7.993553e-04   1.291508e-04
  1.603240e+00   7.213210e-04   1.289270e-04
  1.604920e+00   8.462712e-04   1.279589e-04
  1.606590e+00   7.246021e-04   1.293196e-04
  1.608260e+00   7.600445e-04   1.270299e-04
  1.609940e+00   6.413981e-04   1.283594e-04
  1.611610e+00   7.873485e-04   1.281414e-04
  1.613280e+00   8.466506e-04   1.283768e-04
  1.614960e+00   7.740770e-04   1.286346e-04
  1.616630e+00   7.427010e-04   1.271396e-04
  1.618300e+00   8.183145e-04   1.278762e-04
  1.619980e+00   5.155096e-04   1.270540e-04
  1.621650e+00   8.011384e-04   1.291757e-04
  1.623320e+00   6.983958e-04   1.285879e-04
  1.625000e+00   6.089632e-04   1.260742e-04
  1.626670e+00   4.633588e-04   1.304818e-04
  1.628340e+00   7.608744e-04   1.308884e-04
  1.630020e+00   7.695142e-04   1.321678e-04
  1.631690e+00   6.373669e-04   1.324119e-04
  1.633360e+00   7.907467e-04   1.329978e-04
  1.635040e+00   7.195940e-04   1.349386e-04
  1.636710e+00   6.342590e-04   1.341459e-04
  1.638380e+00   9.094105e-04   1.349575e-04
  1.640060e+00   3.749233e-04   1.354485e-04
  1.641730e+00   8.782916e-04   1.361035e-04
  1.643410e+00   6.279555e-04   1.371727e-04
  1.645080e+00   7.947035e-04   1.362885e-04
  1.646750e+00   6.706970e-04   1.366465e-04
  1.648430e+00   7.269968e-04   1.380008e-04
  1.650100e+00   9.435006e-04   1.374929e-04
  1.651770e+00   6.521280e-04   1.383774e-04
  1.653450e+00   6.993177e-04   1.379045e-04
  1.655120e+00   8.474096e-04   1.391718e-04
  1.656790e+00   6.036658e-04   1.391233e-04
  1.658470e+00   9.504953e-04   1.390777e-04
  1.660140e+00   6.397903e-04   1.387283e-04
  1.661810e+00   8.149212e-04   1.397649e-04
  1.663490e+00   5.866784e-04   1.398989e-04
  1.665160e+00   5.693953e-04   1.394163e-04
  1.666830e+00   6.437709e-04   1.367410e-04
  1.668510e+00   6.186456e-04   1.359384e-04
  1.670180e+00   5.057831e-04   1.357185e-04
  1.671850e+00   7.837014e-04   1.355439e-04
  1.673530e+00   6.835188e-04   1.335957e-04
  1.675200e+00   5.137729e-04   1.344080e-04
  1.676870e+00   8.114394e-04   1.333346e-04
  1.678550e+00   5.849035e-04   1.337572e-04
  1.680220e+00   8.563791e-04   1.332434e-04
  1.681890e+00   6.037829e-04   1.316020e-04
  1.683570e+00   5.894697e-04   1.340826e-04
  1.685240e+00   7.517613e-04   1.315461e-04
  1.686910e+00   6.443950e-04   1.318467e-04
  1.688590e+00   5.567157e-04   1.310219e-04
  1.690260e+00   6.848659e-04   1.315830e-04
  1.691930e+00   5.874859e-04   1.325066e-04
  1.693610e+00   6.712744e-04   1.303663e-04
  1.695280e+00   5.808754e-04   1.313595e-04
  1.696950e+00   8.547101e-04   1.302814e-04
  1.698630e+00   7.368400e-04   1.314195e-04
  1.700300e+00   6.042994e-04   1.307502e-04
  1.701970e+00   5.772198e-04   1.299442e-04
  1.703650e+00   4.554596e-04   1.306908e-04
  1.705320e+00   5.882659e-04   1.298914e-04
  1.706990e+00   2.821354e-04   1.299873e-04
  1.708670e+00   3.159720e-04   1.294427e-04
  1.710340e+00   4.159042e-04   1.292627e-04
  1.712010e+00   5.441782e-04   1.302309e-04
  1.713690e+00   5.261791e-04   1.289993e-04
  1.715360e+00   6.103901e-04   1.298092e-04
  1.717040e+00   3.629427e-04   1.282421e-04
  1.718710e+00   4.307302e-04   1.293605e-04
  1.720380e+00   4.633378e-04   1.304672e-04
  1.722060e+00   3.133463e-04   1.275630e-04
  1.723730e+00   5.996114e-04   1.293691e-04
  1.725400e+00   2.746177e-04   1.278027e-04
  1.727080e+00   4.566483e-04   1.288885e-04
  1.728750e+00   5.154813e-04   1.280893e-04
  1.730420e+00   4.281073e-04   1.277729e-04
  1.732100e+00   4.034411e-04   1.282885e-04
  1.733770e+00   4.281584e-04   1.274553e-04
  1.735440e+00   3.173557e-04   1.282574e-04
  1.737120e+00   6.629102e-04   1.278516e-04
  1.738790e+00   5.461026e-04   1.272179e-04
  1.740460e+00   4.086647e-04   1.286327e-04
  1.742140e+00   3.916370e-04   1.266788e-04
  1.743810e+00   7.267767e-04   1.280513e-04
  1.745480e+00   5.333884e-04   1.268425e-04
  1.747160e+00   5.455579e-04   1.271842e-04
  1.748830e+00   5.720098e-04   1.283158e-04
  1.750500e+00   5.114530e-04   1.260964e-04
  1.752180e+00   5.613955e-04   1.273124e-04
  1.753850e+00   4.559421e-04   1.267564e-04
  1.755520e+00   5.498220e-04   1.272212e-04
  1.757200e+00   4.471450e-04   1.268483e-04
  1.758870e+00   5.301520e-04   1.266364e-04
  1.760540e+00   3.018099e-04   1.272390e-04
  1.762220e+00   4.225669e-04   1.262465e-04
  1.763890e+00   4.106796e-04   1.270234e-04
  1.765560e+00   3.465242e-04   1.262757e-04
  1.767240e+00   7.555926e-04   1.267822e-04
  1.768910e+00   3.976878e-04   1.268153e-04
  1.770580e+00   5.997275e-04   1.261349e-04
  1.772260e+00   4.757205e-04   1.264276e-04
  1.773930e+00   5.306518e-04   1.253815e-04
  1.775600e+00   6.067309e-04   1.269275e-04
  1.777280e+00   4.003833e-04   1.261053e-04
  1.778950e+00   4.554664e-04   1.257704e-04
  1.780620e+00   4.781096e-04   1.262689e-04
  1.782300e+00   5.959830e-04   1.251891e-04
  1.783970e+00   4.486111e-04   1.261785e-04
  1.785650e+00   2.518335e-04   1.249202e-04
  1.787320e+00   4.748317e-04   1.256731e-04
  1.788990e+00   4.152524e-04   1.259412e-04
  1.790670e+00   4.698337e-04   1.251389e-04
  1.792340e+00   5.602661e-04   1.264954e-04
  1.794010e+00   6.010594e-04   1.245748e-04
  1.795690e+00   4.422357e-04   1.249616e-04
  1.797360e+00   4.496266e-04   1.256057e-04
  1.799030e+00   4.036264e-04   1.251064e-04
  1.800710e+00   4.088250e-04   1.252616e-04
  1.802380e+00   2.006635e-04   1.238574e-04
  1.804050e+00   6.305524e-04   1.256071e-04
  1.805730e+00   4.495487e-04   1.249793e-04
  1.807400e+00   3.174527e-04   1.239334e-04
  1.809070e+00   4.610873e-04   1.248341e-04
  1.810750e+00   6.511261e-04   1.250647e-04
  1.812420e+00   4.094535e-04   1.249708e-04
  1.814090e+00   2.216544e-04   1.242787e-04
  1.815770e+00   3.055821e-04   1.237676e-04
  1.817440e+00   2.796367e-04   1.244310e-04
  1.819110e+00   5.110032e-04   1.251431e-04
  1.820790e+00   1.664104e-04   1.239487e-04
  1.822460e+00   4.625596e-04   1.247913e-04
  1.824130e+00   3.763895e-04   1.231017e-04
  1.825810e+00   3.699242e-04   1.243928e-04
  1.827480e+00   4.282378e-04   1.239750e-04
  1.829150e+00   4.171034e-04   1.238462e-04
  1.830830e+00   4.209878e-04   1.235075e-04
  1.832500e+00   3.475981e-04   1.233583e-04
  1.834170e+00   3.442185e-04   1.235459e-04
  1.835850e+00   2.967042e-04   1.231160e-04
  1.837520e+00   3.616903e-04   1.230312e-04
  1.839190e+00   4.517866e-04   1.233026e-04
  1.840870e+00   6.098865e-04   1.234480e-04
  1.842540e+00   5.554745e-04   1.234358e-04
  1.844210e+00   1.829321e-04   1.229743e-04
  1.845890e+00   3.964707e-04   1.226453e-04
  1.847560e+00   3.027991e-04   1.228182e-04
  1.849230e+00   3.680460e-04   1.232680e-04
  1.850910e+00   2.268101e-04   1.220323e-04
  1.852580e+00   5.578213e-04   1.234182e-04
  1.854260e+00   2.909016e-04   1.226467e-04
  1.855930e+00   1.800431e-04   1.229808e-04
  1.857600e+00   4.780090e-04   1.231889e-04
  1.859280e+00   9.326578e-05   1.218202e-04
  1.860950e+00   4.104045e-04   1.237231e-04
  1.862620e+00   2.980127e-04   1.223943e-04
  1.864300e+00   3.170100e-04   1.228710e-04
  1.865970e+00   4.807619e-04   1.224094e-04
  1.867640e+00   5.415409e-04   1.230284e-04
  1.869320e+00   2.877751e-04   1.232753e-04
  1.870990e+00   1.201868e-04   1.218332e-04
  1.872660e+00   3.426061e-04   1.225694e-04
  1.874340e+00   3.938808e-04   1.225052e-04
  1.876010e+00   3.413806e-04   1.228124e-04
  1.877680e+00   1.514831e-04   1.223993e-04
  1.879360e+00   4.012489e-04   1.217425e-04
  1.881030e+00   2.250104e-04   1.222832e-04
  1.882700e+00   2.852427e-04   1.221263e-04
  1.884380e+00   3.809080e-04   1.225881e-04
  1.886050e+00   4.065694e-04   1.229542e-04
  1.887720e+00   4.042374e-04   1.211086e-04
  1.889400e+00   3.492421e-04   1.230939e-04
  1.891070e+00   3.723812e-04   1.214344e-04
  1.892740e+00   2.301197e-04   1.219566e-04
  1.894420e+00   2.493143e-04   1.216159e-04
  1.896090e+00   1.779866e-04   1.217167e-04
  1.897760e+00   1.969837e-04   1.224613e-04
  1.899440e+00   3.492534e-04   1.207377e-04
  1.901110e+00   3.572587e-04   1.218932e-04
  1.902780e+00   4.037258e-04   1.218141e-04
  1.904460e+00   2.169755e-04   1.216407e-04
  1.906130e+00   2.242965e-04   1.222510e-04
  1.907800e+00   4.696944e-04   1.203224e-04
  1.909480e+00   2.210758e-04   1.219593e-04
  1.911150e+00   5.006293e-04   1.216200e-04
  1.912820e+00   3.637134e-04   1.216101e-04
  1.914500e+00   4.443930e-04   1.220541e-04
  1.916170e+00   4.280308e-04   1.205817e-04
  1.917840e+00   4.958323e-04   1.219367e-04
  1.919520e+00   3.333152e-04   1.209576e-04
  1.921190e+00   3.115746e-04   1.214306e-04
  1.922860e+00   2.620242e-04   1.206128e-04
  1.924540e+00   2.638223e-04   1.212674e-04
  1.926210e+00   1.815697e-04   1.216489e-04
  1.927890e+00   2.743924e-04   1.200573e-04
  1.929560e+00   2.567459e-04   1.207849e-04
  1.931230e+00   2.925785e-04   1.206235e-04
  1.932910e+00   5.477119e-04   1.217472e-04
