Sample description: chromixs
Sample: chromixs  c= 0 mg/ml  Code: chromixs
  1.992500e-01   9.583865e-03   3.266792e-04
  2.009240e-01   9.601122e-03   3.309103e-04
  2.025970e-01   9.387242e-03   3.268442e-04
  2.042700e-01   8.570381e-03   3.229054e-04
  2.059440e-01   9.356965e-03   3.231006e-04
  2.076170e-01   9.694990e-03   3.300919e-04
  2.092910e-01   9.190488e-03   3.388766e-04
  2.109640e-01   8.996809e-03   3.339514e-04
  2.126370e-01   8.717607e-03   3.366989e-04
  2.143110e-01   9.148115e-03   3.409527e-04
  2.159840e-01   9.351743e-03   3.436634e-04
  2.176580e-01   9.105157e-03   3.447818e-04
  2.193310e-01   9.069536e-03   3.406850e-04
  2.210040e-01   9.589323e-03   3.480788e-04
  2.226780e-01   9.155292e-03   3.447104e-04
  2.243510e-01   9.195865e-03   3.533507e-04
  2.260250e-01   9.098237e-03   3.429753e-04
  2.276980e-01   9.476303e-03   3.502333e-04
  2.293720e-01   8.876742e-03   3.530669e-04
  2.310450e-01   9.458677e-03   3.463343e-04
  2.327180e-01   9.097155e-03   3.534088e-04
  2.343920e-01   8.570377e-03   3.498694e-04
  2.360650e-01   8.826244e-03   3.511690e-04
  2.377390e-01   9.413470e-03   3.597724e-04
  2.394120e-01   8.417029e-03   3.427787e-04
  2.410850e-01   9.002113e-03   3.605004e-04
  2.427590e-01   9.329941e-03   3.504837e-04
  2.444320e-01   9.049554e-03   3.527841e-04
  2.461060e-01   9.337039e-03   3.573031e-04
  2.477790e-01   8.926360e-03   3.438452e-04
  2.494520e-01   9.108652e-03   3.395984e-04
  2.511260e-01   9.209087e-03   3.311033e-04
  2.527990e-01   8.851843e-03   3.306785e-04
  2.544730e-01   8.810273e-03   3.243926e-04
  2.561460e-01   8.343892e-03   3.237668e-04
  2.578200e-01   8.997483e-03   3.225011e-04
  2.594930e-01   9.027797e-03   3.162392e-04
  2.611660e-01   8.861913e-03   3.201164e-04
  2.628400e-01   8.975309e-03   3.133771e-04
  2.645130e-01   8.697189e-03   3.160552e-04
  2.661870e-01   9.669113e-03   3.160440e-04
  2.678600e-01   8.395502e-03   3.093970e-04
  2.695330e-01   8.547215e-03   3.109292e-04
  2.712070e-01   8.811833e-03   3.030378e-04
  2.728800e-01   9.112370e-03   3.064111e-04
  2.745540e-01   8.655480e-03   3.041429e-04
  2.762270e-01   8.851246e-03   3.072077e-04
  2.779000e-01   8.658424e-03   3.020973e-04
  2.795740e-01   8.806089e-03   2.993731e-04
  2.812470e-01   9.190340e-03   3.054522e-04
  2.829210e-01   8.855769e-03   2.974131e-04
  2.845940e-01   8.671184e-03   2.984854e-04
  2.862680e-01   8.742193e-03   2.979713e-04
  2.879410e-01   8.440305e-03   2.958428e-04
  2.896140e-01   8.688022e-03   2.957215e-04
  2.912880e-01   9.323545e-03   2.921914e-04
  2.929610e-01   8.268061e-03   2.905642e-04
  2.946350e-01   8.986581e-03   2.933627e-04
  2.963080e-01   8.598545e-03   2.897383e-04
  2.979810e-01   8.715046e-03   2.923021e-04
  2.996550e-01   8.662275e-03   2.856115e-04
  3.013280e-01   9.125085e-03   2.867525e-04
  3.030020e-01   8.911013e-03   2.911322e-04
  3.046750e-01   8.849770e-03   2.853236e-04
  3.063490e-01   8.422729e-03   2.833509e-04
  3.080220e-01   8.030250e-03   2.834761e-04
  3.096950e-01   8.468142e-03   2.830624e-04
  3.113690e-01   8.554931e-03   2.801238e-04
  3.130420e-01   8.641402e-03   2.817889e-04
  3.147160e-01   8.816044e-03   2.806283e-04
  3.163890e-01   8.732876e-03   2.814427e-04
  3.180620e-01   8.535325e-03   2.792632e-04
  3.197360e-01   8.331056e-03   2.764187e-04
  3.214090e-01   8.562775e-03   2.752575e-04
  3.230830e-01   8.665667e-03   2.777961e-04
  3.247560e-01   8.316671e-03   2.760721e-04
  3.264290e-01   8.173437e-03   2.718680e-04
  3.281030e-01   8.821392e-03   2.761249e-04
  3.297760e-01   7.909442e-03   2.716827e-04
  3.314500e-01   8.922532e-03   2.738802e-04
  3.331230e-01   8.811229e-03   2.724804e-04
  3.347970e-01   8.740605e-03   2.704209e-04
  3.364700e-01   8.030574e-03   2.742513e-04
  3.381430e-01   8.939104e-03   2.790539e-04
  3.398170e-01   8.236800e-03   2.752665e-04
  3.414900e-01   8.702970e-03   2.784926e-04
  3.431640e-01   8.696535e-03   2.799368e-04
  3.448370e-01   8.856403e-03   2.849349e-04
  3.465100e-01   8.127755e-03   2.819889e-04
  3.481840e-01   8.461946e-03   2.834064e-04
  3.498570e-01   8.295719e-03   2.871641e-04
  3.515310e-01   8.261169e-03   2.825180e-04
  3.532040e-01   8.489864e-03   2.884461e-04
  3.548770e-01   8.403253e-03   2.884360e-04
  3.565510e-01   8.454713e-03   2.807731e-04
  3.582240e-01   8.039161e-03   2.888080e-04
  3.598980e-01   8.918491e-03   2.825819e-04
  3.615710e-01   8.471088e-03   2.821188e-04
  3.632450e-01   8.029791e-03   2.748658e-04
  3.649180e-01   8.699534e-03   2.741839e-04
  3.665910e-01   8.531521e-03   2.767985e-04
  3.682650e-01   8.192487e-03   2.655822e-04
  3.699380e-01   8.399906e-03   2.705851e-04
  3.716120e-01   7.841984e-03   2.655828e-04
  3.732850e-01   8.310081e-03   2.666593e-04
  3.749580e-01   8.322455e-03   2.645676e-04
  3.766320e-01   8.530394e-03   2.603698e-04
  3.783050e-01   8.327257e-03   2.639168e-04
  3.799790e-01   8.072146e-03   2.602729e-04
  3.816520e-01   7.727322e-03   2.579411e-04
  3.833250e-01   8.219500e-03   2.596558e-04
  3.849990e-01   7.785987e-03   2.578430e-04
  3.866720e-01   8.181636e-03   2.605525e-04
  3.883460e-01   8.380510e-03   2.571749e-04
  3.900190e-01   8.250630e-03   2.583746e-04
  3.916930e-01   8.183193e-03   2.545581e-04
  3.933660e-01   8.495674e-03   2.560667e-04
  3.950390e-01   7.776207e-03   2.545967e-04
  3.967130e-01   8.318116e-03   2.512748e-04
  3.983860e-01   8.248110e-03   2.523152e-04
  4.000600e-01   7.887860e-03   2.489596e-04
  4.017330e-01   8.224831e-03   2.515696e-04
  4.034060e-01   8.294579e-03   2.509478e-04
  4.050800e-01   8.118884e-03   2.465602e-04
  4.067530e-01   8.125204e-03   2.494380e-04
  4.084270e-01   8.102857e-03   2.435736e-04
  4.101000e-01   7.636913e-03   2.470717e-04
  4.117730e-01   7.680867e-03   2.439723e-04
  4.134470e-01   8.072872e-03   2.428752e-04
  4.151200e-01   7.705650e-03   2.453450e-04
  4.167940e-01   8.113632e-03   2.416785e-04
  4.184670e-01   8.398981e-03   2.462417e-04
  4.201410e-01   8.214218e-03   2.411306e-04
  4.218140e-01   8.331703e-03   2.438391e-04
  4.234870e-01   8.449233e-03   2.473236e-04
  4.251610e-01   7.947888e-03   2.396603e-04
  4.268340e-01   8.113336e-03   2.444639e-04
  4.285080e-01   7.901493e-03   2.409722e-04
  4.301810e-01   8.086004e-03   2.431771e-04
  4.318540e-01   7.736154e-03   2.425351e-04
  4.335280e-01   7.952196e-03   2.391620e-04
  4.352010e-01   7.772689e-03   2.438398e-04
  4.368750e-01   8.156240e-03   2.398597e-04
  4.385480e-01   7.639804e-03   2.396299e-04
  4.402210e-01   7.844185e-03   2.396435e-04
  4.418950e-01   7.818567e-03   2.377216e-04
  4.435680e-01   7.847564e-03   2.415642e-04
  4.452420e-01   8.153862e-03   2.368528e-04
  4.469150e-01   7.693376e-03   2.391450e-04
  4.485890e-01   7.860541e-03   2.348245e-04
  4.502620e-01   7.451940e-03   2.372654e-04
  4.519350e-01   7.584042e-03   2.372589e-04
  4.536090e-01   7.745428e-03   2.330755e-04
  4.552820e-01   7.942884e-03   2.367880e-04
  4.569560e-01   7.894755e-03   2.338407e-04
  4.586290e-01   8.167654e-03   2.365466e-04
  4.603020e-01   7.913648e-03   2.330665e-04
  4.619760e-01   7.887810e-03   2.336523e-04
  4.636490e-01   7.454000e-03   2.329322e-04
  4.653230e-01   7.767368e-03   2.321228e-04
  4.669960e-01   7.641152e-03   2.303800e-04
  4.686700e-01   7.779823e-03   2.320385e-04
  4.703430e-01   7.549858e-03   2.304144e-04
  4.720160e-01   7.914720e-03   2.333416e-04
  4.736900e-01   7.662196e-03   2.289227e-04
  4.753630e-01   7.631057e-03   2.295912e-04
  4.770370e-01   7.519667e-03   2.287328e-04
  4.787100e-01   7.186270e-03   2.330625e-04
  4.803830e-01   7.038762e-03   2.366110e-04
  4.820570e-01   7.523314e-03   2.368166e-04
  4.837300e-01   7.350198e-03   2.399616e-04
  4.854040e-01   7.215375e-03   2.407688e-04
  4.870770e-01   7.907031e-03   2.445910e-04
  4.887500e-01   7.490586e-03   2.430674e-04
  4.904240e-01   7.433504e-03   2.432769e-04
  4.920970e-01   6.923247e-03   2.443661e-04
  4.937710e-01   7.151566e-03   2.428476e-04
  4.954440e-01   7.562489e-03   2.452345e-04
  4.971180e-01   7.370548e-03   2.419557e-04
  4.987910e-01   7.321349e-03   2.460540e-04
  5.004640e-01   7.285056e-03   2.462940e-04
  5.021380e-01   7.639473e-03   2.397476e-04
  5.038110e-01   7.227644e-03   2.372796e-04
  5.054850e-01   6.954474e-03   2.296269e-04
  5.071580e-01   7.508350e-03   2.338150e-04
  5.088310e-01   7.164599e-03   2.286824e-04
  5.105050e-01   7.497392e-03   2.286534e-04
  5.121780e-01   7.218623e-03   2.286039e-04
  5.138520e-01   7.203086e-03   2.239493e-04
  5.155250e-01   7.153729e-03   2.265245e-04
  5.171980e-01   7.210295e-03   2.216442e-04
  5.188720e-01   7.678259e-03   2.267740e-04
  5.205450e-01   7.043568e-03   2.238709e-04
  5.222190e-01   7.300206e-03   2.210334e-04
  5.238920e-01   7.601564e-03   2.239879e-04
  5.255660e-01   7.157132e-03   2.184710e-04
  5.272390e-01   7.247401e-03   2.226527e-04
  5.289120e-01   7.306711e-03   2.191994e-04
  5.305860e-01   6.998337e-03   2.174911e-04
  5.322590e-01   6.940187e-03   2.187675e-04
  5.339330e-01   7.089485e-03   2.150539e-04
  5.356060e-01   7.271584e-03   2.176735e-04
  5.372790e-01   7.287258e-03   2.164859e-04
  5.389530e-01   7.066303e-03   2.149691e-04
  5.406260e-01   7.158993e-03   2.178569e-04
  5.423000e-01   7.197116e-03   2.127423e-04
  5.439730e-01   7.026016e-03   2.164280e-04
  5.456460e-01   6.860043e-03   2.124662e-04
  5.473200e-01   6.980322e-03   2.138338e-04
  5.489930e-01   7.111737e-03   2.169760e-04
  5.506670e-01   6.840564e-03   2.131975e-04
  5.523400e-01   6.664064e-03   2.156483e-04
  5.540140e-01   6.770328e-03   2.148923e-04
  5.556870e-01   7.208493e-03   2.140297e-04
  5.573600e-01   6.882798e-03   2.145409e-04
  5.590340e-01   6.496634e-03   2.124430e-04
  5.607070e-01   7.195424e-03   2.157021e-04
  5.623810e-01   6.620559e-03   2.162954e-04
  5.640540e-01   7.054009e-03   2.205953e-04
  5.657270e-01   6.907161e-03   2.224075e-04
  5.674010e-01   7.029788e-03   2.233732e-04
  5.690740e-01   7.141303e-03   2.253318e-04
  5.707480e-01   6.699828e-03   2.250576e-04
  5.724210e-01   6.891047e-03   2.278615e-04
  5.740940e-01   6.743526e-03   2.249877e-04
  5.757680e-01   6.790399e-03   2.288186e-04
  5.774410e-01   6.794244e-03   2.289103e-04
  5.791150e-01   6.570457e-03   2.304784e-04
  5.807880e-01   6.462651e-03   2.307732e-04
  5.824620e-01   6.992534e-03   2.288618e-04
  5.841350e-01   6.405120e-03   2.315931e-04
  5.858080e-01   6.269945e-03   2.307582e-04
  5.874820e-01   6.990215e-03   2.319272e-04
  5.891550e-01   6.722764e-03   2.342260e-04
  5.908290e-01   6.720663e-03   2.302344e-04
  5.925020e-01   6.941524e-03   2.377585e-04
  5.941750e-01   7.041226e-03   2.315929e-04
  5.958490e-01   6.635430e-03   2.363963e-04
  5.975220e-01   6.440246e-03   2.333923e-04
  5.991960e-01   6.653319e-03   2.348852e-04
  6.008690e-01   6.499681e-03   2.383989e-04
  6.025430e-01   6.622969e-03   2.276390e-04
  6.042160e-01   6.342057e-03   2.257557e-04
  6.058890e-01   6.322661e-03   2.235691e-04
  6.075630e-01   6.673680e-03   2.247987e-04
  6.092360e-01   6.386439e-03   2.238422e-04
  6.109100e-01   6.353971e-03   2.174501e-04
  6.125830e-01   6.663545e-03   2.224945e-04
  6.142560e-01   6.545801e-03   2.180524e-04
  6.159300e-01   6.525916e-03   2.181892e-04
  6.176030e-01   6.503118e-03   2.174383e-04
  6.192770e-01   6.403297e-03   2.149975e-04
  6.209500e-01   6.353214e-03   2.183878e-04
  6.226230e-01   6.361302e-03   2.135287e-04
  6.242970e-01   6.341036e-03   2.152789e-04
  6.259700e-01   6.163132e-03   2.120480e-04
  6.276440e-01   6.755982e-03   2.132673e-04
  6.293170e-01   6.334028e-03   2.151663e-04
  6.309910e-01   6.631321e-03   2.117933e-04
  6.326640e-01   5.883886e-03   2.111581e-04
  6.343370e-01   6.485558e-03   2.105770e-04
  6.360110e-01   6.097355e-03   2.100551e-04
  6.376840e-01   6.100459e-03   2.119476e-04
  6.393580e-01   5.943141e-03   2.056937e-04
  6.410310e-01   6.255445e-03   2.104681e-04
  6.427040e-01   6.147876e-03   2.082537e-04
  6.443780e-01   6.372620e-03   2.096129e-04
  6.460510e-01   6.347078e-03   2.081428e-04
  6.477250e-01   6.115865e-03   2.062607e-04
  6.493980e-01   5.999636e-03   2.079544e-04
  6.510710e-01   5.679959e-03   2.040251e-04
  6.527450e-01   5.840583e-03   2.065214e-04
  6.544180e-01   6.039205e-03   2.047257e-04
  6.560920e-01   6.240012e-03   2.052661e-04
  6.577650e-01   5.820962e-03   2.048881e-04
  6.594390e-01   5.994692e-03   2.020477e-04
  6.611120e-01   5.616124e-03   2.024647e-04
  6.627850e-01   5.719412e-03   2.009365e-04
  6.644590e-01   6.472113e-03   2.034458e-04
  6.661320e-01   5.985250e-03   2.014088e-04
  6.678060e-01   6.287635e-03   2.000200e-04
  6.694790e-01   6.242762e-03   2.020245e-04
  6.711520e-01   6.152520e-03   2.002716e-04
  6.728260e-01   5.808811e-03   1.996913e-04
  6.744990e-01   6.137930e-03   1.997547e-04
  6.761730e-01   6.119708e-03   2.000006e-04
  6.778460e-01   5.775941e-03   1.990194e-04
  6.795190e-01   6.137835e-03   1.981397e-04
  6.811930e-01   6.433485e-03   1.988276e-04
  6.828660e-01   6.040233e-03   1.971435e-04
  6.845400e-01   5.766936e-03   1.984142e-04
  6.862130e-01   6.275210e-03   1.994934e-04
  6.878870e-01   5.238445e-03   1.954874e-04
  6.895600e-01   5.971183e-03   1.974968e-04
  6.912330e-01   5.577564e-03   1.960487e-04
  6.929070e-01   5.809515e-03   1.976241e-04
  6.945800e-01   5.611745e-03   1.951470e-04
  6.962540e-01   5.885282e-03   1.950274e-04
  6.979270e-01   6.029743e-03   1.982219e-04
  6.996000e-01   5.605351e-03   1.945074e-04
  7.012740e-01   5.696156e-03   1.958840e-04
  7.029470e-01   5.618663e-03   1.937199e-04
  7.046210e-01   5.656565e-03   1.946978e-04
  7.062940e-01   5.644654e-03   1.963293e-04
  7.079670e-01   5.428367e-03   1.921683e-04
  7.096410e-01   5.947148e-03   1.955492e-04
  7.113140e-01   5.659028e-03   1.917703e-04
  7.129880e-01   5.856823e-03   1.952473e-04
  7.146610e-01   5.795536e-03   1.934343e-04
  7.163350e-01   5.305780e-03   1.911885e-04
  7.180080e-01   5.554053e-03   1.933090e-04
  7.196810e-01   5.488015e-03   1.908106e-04
  7.213550e-01   5.640759e-03   1.919051e-04
  7.230280e-01   5.466143e-03   1.900380e-04
  7.247020e-01   5.441652e-03   1.910033e-04
  7.263750e-01   5.551662e-03   1.913466e-04
  7.280480e-01   5.578653e-03   1.912203e-04
  7.297220e-01   5.458131e-03   1.904568e-04
  7.313950e-01   5.780675e-03   1.894296e-04
  7.330690e-01   5.464943e-03   1.887027e-04
  7.347420e-01   5.752011e-03   1.907997e-04
  7.364160e-01   5.683964e-03   1.883837e-04
  7.380890e-01   5.700271e-03   1.887299e-04
  7.397620e-01   5.870379e-03   1.887062e-04
  7.414360e-01   5.362088e-03   1.874723e-04
  7.431090e-01   5.364167e-03   1.867570e-04
  7.447830e-01   5.357325e-03   1.878721e-04
  7.464560e-01   5.098657e-03   1.852225e-04
  7.481290e-01   5.313959e-03   1.846183e-04
  7.498030e-01   5.389456e-03   1.865384e-04
  7.514760e-01   5.353497e-03   1.840566e-04
  7.531500e-01   5.020480e-03   1.846717e-04
  7.548230e-01   5.327790e-03   1.850652e-04
  7.564960e-01   5.273168e-03   1.839555e-04
  7.581700e-01   5.785445e-03   1.858968e-04
  7.598430e-01   5.203916e-03   1.817710e-04
  7.615170e-01   5.410507e-03   1.847818e-04
  7.631900e-01   5.167871e-03   1.826055e-04
  7.648640e-01   5.291067e-03   1.825890e-04
  7.665370e-01   4.819381e-03   1.826097e-04
  7.682100e-01   4.924674e-03   1.797556e-04
  7.698840e-01   5.272146e-03   1.851657e-04
  7.715570e-01   5.390727e-03   1.820335e-04
  7.732310e-01   5.205315e-03   1.825341e-04
  7.749040e-01   5.225551e-03   1.827501e-04
  7.765770e-01   5.456652e-03   1.806494e-04
  7.782510e-01   4.924862e-03   1.826184e-04
  7.799240e-01   5.163015e-03   1.813568e-04
  7.815980e-01   5.313896e-03   1.817539e-04
  7.832710e-01   5.198480e-03   1.813102e-04
  7.849440e-01   5.043427e-03   1.808535e-04
  7.866180e-01   4.927450e-03   1.813348e-04
  7.882910e-01   5.227892e-03   1.797116e-04
  7.899650e-01   5.123294e-03   1.798590e-04
  7.916380e-01   4.816953e-03   1.798445e-04
  7.933120e-01   5.042600e-03   1.801152e-04
  7.949850e-01   4.695569e-03   1.785200e-04
  7.966580e-01   4.709316e-03   1.787881e-04
  7.983320e-01   4.961096e-03   1.793625e-04
  8.000050e-01   4.704279e-03   1.779952e-04
  8.016790e-01   5.062030e-03   1.786272e-04
  8.033520e-01   4.786318e-03   1.776675e-04
  8.050250e-01   4.548846e-03   1.766013e-04
  8.066990e-01   5.019732e-03   1.782444e-04
  8.083720e-01   5.018780e-03   1.789867e-04
  8.100460e-01   4.864955e-03   1.756223e-04
  8.117190e-01   4.531918e-03   1.767417e-04
  8.133920e-01   4.759603e-03   1.774665e-04
  8.150660e-01   5.025118e-03   1.762992e-04
  8.167390e-01   5.062647e-03   1.762513e-04
  8.184130e-01   4.465718e-03   1.755305e-04
  8.200860e-01   4.825317e-03   1.759197e-04
  8.217600e-01   4.699001e-03   1.753206e-04
  8.234330e-01   4.548927e-03   1.750207e-04
  8.251060e-01   4.722091e-03   1.744275e-04
  8.267800e-01   4.438145e-03   1.748716e-04
  8.284530e-01   4.711343e-03   1.748566e-04
  8.301270e-01   4.355618e-03   1.734868e-04
  8.318000e-01   4.612106e-03   1.741956e-04
  8.334730e-01   4.975773e-03   1.742251e-04
  8.351470e-01   4.769621e-03   1.741367e-04
  8.368200e-01   4.778791e-03   1.734771e-04
  8.384940e-01   4.588588e-03   1.730986e-04
  8.401670e-01   4.670306e-03   1.735508e-04
  8.418400e-01   4.674283e-03   1.726686e-04
  8.435140e-01   4.731554e-03   1.737153e-04
  8.451870e-01   4.391799e-03   1.710016e-04
  8.468610e-01   4.312768e-03   1.719933e-04
  8.485340e-01   4.435840e-03   1.718132e-04
  8.502080e-01   4.550408e-03   1.719838e-04
  8.518810e-01   4.556370e-03   1.709641e-04
  8.535540e-01   4.740856e-03   1.720112e-04
  8.552280e-01   4.714745e-03   1.721121e-04
  8.569010e-01   4.593122e-03   1.697746e-04
  8.585750e-01   4.278625e-03   1.705247e-04
  8.602480e-01   4.556163e-03   1.703223e-04
  8.619210e-01   4.580308e-03   1.704667e-04
  8.635950e-01   4.649768e-03   1.709356e-04
  8.652680e-01   4.538340e-03   1.687283e-04
  8.669420e-01   4.737712e-03   1.695473e-04
  8.686150e-01   4.208086e-03   1.681904e-04
  8.702890e-01   4.560828e-03   1.708121e-04
  8.719620e-01   4.037674e-03   1.689781e-04
  8.736350e-01   4.104870e-03   1.664522e-04
  8.753090e-01   4.157683e-03   1.697367e-04
  8.769820e-01   4.473444e-03   1.677324e-04
  8.786560e-01   4.382323e-03   1.684073e-04
  8.803290e-01   4.295917e-03   1.683329e-04
  8.820020e-01   4.422189e-03   1.671213e-04
  8.836760e-01   4.331375e-03   1.687779e-04
  8.853490e-01   4.460886e-03   1.662109e-04
  8.870230e-01   4.289058e-03   1.665153e-04
  8.886960e-01   4.206208e-03   1.666253e-04
  8.903690e-01   4.325617e-03   1.671080e-04
  8.920430e-01   4.091993e-03   1.677814e-04
  8.937160e-01   4.028686e-03   1.649934e-04
  8.953900e-01   3.907498e-03   1.662009e-04
  8.970630e-01   4.168129e-03   1.662058e-04
  8.987370e-01   4.407668e-03   1.660028e-04
  9.004100e-01   4.346049e-03   1.666836e-04
  9.020830e-01   4.173533e-03   1.639939e-04
  9.037570e-01   3.964160e-03   1.657963e-04
  9.054300e-01   3.958904e-03   1.648174e-04
  9.071040e-01   4.460606e-03   1.656393e-04
  9.087770e-01   4.327959e-03   1.651227e-04
  9.104500e-01   3.809902e-03   1.639527e-04
  9.121240e-01   4.221384e-03   1.657901e-04
  9.137970e-01   4.085281e-03   1.630458e-04
  9.154710e-01   4.203890e-03   1.651142e-04
  9.171440e-01   3.981467e-03   1.657590e-04
  9.188170e-01   4.003302e-03   1.695567e-04
  9.204910e-01   3.926948e-03   1.700037e-04
  9.221640e-01   4.184685e-03   1.701700e-04
  9.238380e-01   3.836518e-03   1.710890e-04
  9.255110e-01   3.952359e-03   1.705246e-04
  9.271850e-01   3.954761e-03   1.731028e-04
  9.288580e-01   4.266979e-03   1.728480e-04
  9.305310e-01   3.717580e-03   1.728188e-04
  9.322050e-01   4.045603e-03   1.755613e-04
  9.338780e-01   4.028423e-03   1.738136e-04
  9.355520e-01   4.021695e-03   1.756529e-04
  9.372250e-01   3.908418e-03   1.733965e-04
  9.388980e-01   3.793186e-03   1.753938e-04
  9.405720e-01   3.759510e-03   1.774019e-04
  9.422450e-01   3.711646e-03   1.743698e-04
  9.439190e-01   3.900927e-03   1.772171e-04
  9.455920e-01   3.556834e-03   1.754490e-04
  9.472650e-01   3.676164e-03   1.777606e-04
  9.489390e-01   3.544909e-03   1.772787e-04
  9.506120e-01   3.826726e-03   1.771921e-04
  9.522860e-01   3.902886e-03   1.803648e-04
  9.539590e-01   3.672807e-03   1.765154e-04
  9.556330e-01   3.935794e-03   1.796407e-04
  9.573060e-01   3.775676e-03   1.756633e-04
  9.589790e-01   3.759908e-03   1.721500e-04
  9.606530e-01   3.925789e-03   1.740497e-04
  9.623260e-01   3.727293e-03   1.713572e-04
  9.640000e-01   3.422023e-03   1.702297e-04
  9.656730e-01   3.569227e-03   1.685746e-04
  9.673460e-01   3.639298e-03   1.695576e-04
  9.690200e-01   3.734409e-03   1.702362e-04
  9.706930e-01   3.818034e-03   1.678829e-04
  9.723670e-01   3.383020e-03   1.680175e-04
  9.740400e-01   3.581874e-03   1.667624e-04
  9.757130e-01   3.586126e-03   1.671163e-04
  9.773870e-01   3.516108e-03   1.655460e-04
  9.790600e-01   3.433085e-03   1.648520e-04
  9.807340e-01   3.464500e-03   1.658904e-04
  9.824070e-01   3.432329e-03   1.645506e-04
  9.840810e-01   3.499080e-03   1.647845e-04
  9.857540e-01   3.876194e-03   1.640603e-04
  9.874270e-01   3.612977e-03   1.639089e-04
  9.891010e-01   3.141377e-03   1.637549e-04
  9.907740e-01   3.608614e-03   1.635690e-04
  9.924480e-01   3.631763e-03   1.633776e-04
  9.941210e-01   3.748435e-03   1.621861e-04
  9.957940e-01   3.453258e-03   1.629006e-04
  9.974680e-01   3.298575e-03   1.629760e-04
  9.991410e-01   3.583917e-03   1.617014e-04
